IM_Dir	Directorate	IM_Dep	Department	Project Definition	Project Definition Description	WBS Element	WBS Element Description	Fund Source Desc	Major Fund	Original Budget	Adj Bug Aug	Motivation	Ward	Total Project Cost
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10343	Ward 103: Sidewalk Construction	C14.10343-F1	Ward 103: Sidewalk Construction	3 CRR:WardAllocation	CRR	50000	50000		103	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10344	Vierlanden Dams: Upgrade	C14.10344-F1	Vierlanden Dams: Upgrade	3 CRR:WardAllocation	CRR	130000	130000		105	130000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10345	Traffic Calming Measures Ward 63	C14.10345-F1	Traffic Calming Measures Ward 63	3 CRR:WardAllocation	CRR	285000	285000		63	285000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10346	Building of sidewalks Asanda Village	C14.10346-F1	Building of sidewalks Asanda Village	3 CRR:WardAllocation	CRR	100000	100000		83	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10348	Sidewalks Mountain Road	C14.10348-F1	Sidewalks Mountain Road	3 CRR:WardAllocation	CRR	100000	100000		84	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10349	Roads in Garden Village	C14.10349-F1	Roads in Garden Village	3 CRR:WardAllocation	CRR	50000	50000		84	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10350	Speed calming ward 84	C14.10350-F1	Speed calming ward 84	3 CRR:WardAllocation	CRR	94000	94000		84	94000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10351	"Parking area, 42 Beach Road"	C14.10351-F1	"Parking area, 42 Beach Road"	3 CRR:WardAllocation	CRR	300000	300000		85	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10352	Speed calming ward 86	C14.10352-F1	Speed calming ward 86	3 CRR:WardAllocation	CRR	46000	46000		86	46000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10354	Sidewalks ward 100	C14.10354-F1	Sidewalks ward 100	3 CRR:WardAllocation	CRR	200000	200000		100	200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10355	Road Infrastructure Upgrade in Ward 68	C14.10355-F1	Road Infrastructure Upgrade in Ward 68	3 CRR:WardAllocation	CRR	300000	300000		68	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10356	Construction of Side Walks in Cosovo	C14.10356-F1	Construction of Side Walks in Cosovo	3 CRR:WardAllocation	CRR	300000	300000		33	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10357	Proper signage Lwandle SAP	C14.10357-F1	Proper signage Lwandle SAP	3 CRR:WardAllocation	CRR	5000	5000		86	5000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10358	Lwandle museum signage	C14.10358-F1	Lwandle museum signage	3 CRR:WardAllocation	CRR	5000	5000		86	5000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10359	"Nomzamo Bridge, Publc Transprt interchng"	C14.10359-F1	"Nomzamo Bridge, Publc Transprt interchng"	4 NT USDG	CGD	9000000	2000000	Project programme revised.	85	12000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10360	Construct Sidewalks: Ward 51	C14.10360-F1	Construct Sidewalks: Ward 51	3 CRR:WardAllocation	CRR	300000	300000		51	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10362	Traffic Calming: Ward 55	C14.10362-F1	Traffic Calming: Ward 55	3 CRR:WardAllocation	CRR	120000	120000		55	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10363	Install Floating Debris Trap Ward 55	C14.10363-F1	Install Floating Debris Trap Ward 55	3 CRR:WardAllocation	CRR	75000	75000		55	75000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10364	Traffic Calming: W56	C14.10364-F1	Traffic Calming: W56	3 CRR:WardAllocation	CRR	90000	90000		56	90000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10365	Traffic Calming: W57	C14.10365-F1	Traffic Calming: W57	3 CRR:WardAllocation	CRR	80000	80000		57	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10366	Upgrade Paving at Entrance to TRUP	C14.10366-F1	Upgrade Paving at Entrance to TRUP	3 CRR:WardAllocation	CRR	100000	100000		57	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10367	Traffic Calming: W53	C14.10367-F1	Traffic Calming: W53	3 CRR:WardAllocation	CRR	41290	41290		53	41290.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10368	Upgrade of Sidewalks in Ward 111	C14.10368-F1	Upgrade of Sidewalks in Ward 111	3 CRR:WardAllocation	CRR	281000	281000		111	281000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10369	Traffic Calming: Ward 111	C14.10369-F1	Traffic Calming: Ward 111	3 CRR:WardAllocation	CRR	60000	60000		111	60000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10370	Traffic Calming: Ward 8	C14.10370-F1	Traffic Calming: Ward 8	3 CRR:WardAllocation	CRR	110000	110000		8	110000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10371	Traffic Calming: Ward 6	C14.10371-F1	Traffic Calming: Ward 6	3 CRR:WardAllocation	CRR	113000	113000		6	113000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10372	New Footpath: Loevenstein	C14.10372-F1	New Footpath: Loevenstein	3 CRR:WardAllocation	CRR	40000	40000		70	40000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10373	Construction Cycle Path Road Reserve VRH	C14.10373-F1	Construction Cycle Path Road Reserve VRH	3 CRR:WardAllocation	CRR	80000	80000		70	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10374	New Palisade Fence Durban Rd & Alison St	C14.10374-F1	New Palisade Fence Durban Rd & Alison St	3 CRR:WardAllocation	CRR	50000	50000		70	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10375	Upgrade of Roads in Ward 58	C14.10375-F1	Upgrade of Roads in Ward 58	3 CRR:WardAllocation	CRR	120000	120000		58	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10376	Traffic Calming in Ward 59	C14.10376-F1	Traffic Calming in Ward 59	3 CRR:WardAllocation	CRR	260000	260000		59	260000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10377	Upgrade Rds & Stormwater System Ward 62	C14.10377-F1	Upgrade Rds & Stormwater System Ward 62	3 CRR:WardAllocation	CRR	150000	150000		62	150000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10378	Sidewalks in Makhaza	C14.10378-F1	Sidewalks in Makhaza	3 CRR:WardAllocation	CRR	50000	50000		109	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10379	"Sidewalks, Frankolin,Crystal & Andr Str."	C14.10379-F1	"Sidewalks, Frankolin,Crystal & Andr Str."	3 CRR:WardAllocation	CRR	100000	100000		16	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10380	Sidewalks in Ward 15	C14.10380-F1	Sidewalks in Ward 15	3 CRR:WardAllocation	CRR	30000	30000		15	30000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10381	Speed Calming Ward 15	C14.10381-F1	Speed Calming Ward 15	3 CRR:WardAllocation	CRR	130000	130000		15	130000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10382	Upgrade of Roads in Ward 73	C14.10382-F1	Upgrade of Roads in Ward 73	3 CRR:WardAllocation	CRR	75000	75000		73	75000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10383	Upgrade of Roads in Ward 72	C14.10383-F1	Upgrade of Roads in Ward 72	3 CRR:WardAllocation	CRR	180000	180000		72	180000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10384	Installation of fence on Keyser River	C14.10384-F1	Installation of fence on Keyser River	3 CRR:WardAllocation	CRR	40000	40000		71	40000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10385	Upgrade of pavements in Westlake	C14.10385-F1	Upgrade of pavements in Westlake	3 CRR:WardAllocation	CRR	100000	100000		71	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10386	Paved walkway on Dreyersdal Road	C14.10386-F1	Paved walkway on Dreyersdal Road	3 CRR:WardAllocation	CRR	60000	60000		71	60000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10387	"Upgrade Uitsig intersection, Muizenberg"	C14.10387-F1	"Upgrade Uitsig intersection, Muizenberg"	3 CRR:WardAllocation	CRR	300000	300000		64	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10388	Install Street names in Ward 67	C14.10388-F1	Install Street names in Ward 67	3 CRR:WardAllocation	CRR	30000	30000		67	30000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10389	Traffic Calming: Ward 43	C14.10389-F1	Traffic Calming: Ward 43	3 CRR:WardAllocation	CRR	250000	250000		43	250000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10390	Traffic Calming: Ward 67	C14.10390-F1	Traffic Calming: Ward 67	3 CRR:WardAllocation	CRR	100000	100000		67	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10393	"Raised Intersection, Blomvlei&Summit Rds"	C14.10393-F1	"Raised Intersection, Blomvlei&Summit Rds"	3 CRR:WardAllocation	CRR	120000	120000		46	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10394	"Speedhumps in Lodewyk,Newfields Ward 46"	C14.10394-F1	"Speedhumps in Lodewyk,Newfields Ward 46"	3 CRR:WardAllocation	CRR	40000	40000		46	40000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10395	Speedhumps & RPC in Leafmore Rd Ward 60	C14.10395-F1	Speedhumps & RPC in Leafmore Rd Ward 60	3 CRR:WardAllocation	CRR	65000	65000		60	65000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10396	3 Speedhumps in Rouxton Rd Ward 60	C14.10396-F1	3 Speedhumps in Rouxton Rd Ward 60	3 CRR:WardAllocation	CRR	60000	60000		60	60000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10397	1 Speed Hump in Civic Rd Ward 60	C14.10397-F1	1 Speed Hump in Civic Rd Ward 60	3 CRR:WardAllocation	CRR	20000	20000		60	20000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10398	"Raised Intersection,Sevent& Heifer Rds"	C14.10398-F1	"Raised Intersection,Sevent& Heifer Rds"	3 CRR:WardAllocation	CRR	120000	120000		60	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10399	"Compl kerbs,channeling sidewalks,Nfields"	C14.10399-F1	"Compl kerbs,channeling sidewalks,Nfields"	3 CRR:WardAllocation	CRR	300000	300000		47	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10400	1 Speedhump Innesfree Rd Crawford ward48	C14.10400-F1	1 Speedhump Innesfree Rd Crawford ward48	3 CRR:WardAllocation	CRR	20000	20000		48	20000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10401	2 Speedhumps Wens Rd Crawford Ward 48	C14.10401-F1	2 Speedhumps Wens Rd Crawford Ward 48	3 CRR:WardAllocation	CRR	40000	40000		48	40000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10402	3Speedhumps Carnie Rd Rylands Estate W48	C14.10402-F1	3Speedhumps Carnie Rd Rylands Estate W48	3 CRR:WardAllocation	CRR	60000	60000		48	60000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10403	Completion of paving - General Rd Ward60	C14.10403-F1	Completion of paving - General Rd Ward60	3 CRR:WardAllocation	CRR	29000	29000		60	29000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10408	Traffic Calming in Ward 44	C14.10408-F1	Traffic Calming in ward 44	3 CRR:WardAllocation	CRR	60000	60000		44	60000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10411	CSRM General Stormwater projects	C14.10411-F2	CSRM General Stormwater projects	3 BICL SWater: Hel	CRR	500000	3403735	Roll-over: Some projects delayed due to long term illness of project manager and consequent departmental capacity constraints. Rollover from C10.10312-F2:CSRM General Stormwater projects.  ; Other Adjustment: Additional funding required due to increased in construction costs	200	3403735.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10412	PT and related Infrastr Upgrade: PGWC	C14.10412-F1	PT and related Infrastr Upgrade: PGWC	4 CMTF PG:WC DOT&PW	CGD	1408919	1408919		200	1408919.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.40001	Traffic Calming within Ward 11	C14.40001-F1	Traffic Calming within Ward 11	3 CRR:WardAllocation	CRR	200000	200000		11	200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.40002	Upgrade of Sidewalks within Ward 11	C14.40002-F1	Upgrade of Sidewalks within Ward 11	3 CRR:WardAllocation	CRR	45000	45000		11	45000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.40003	Tarring of Sidewalks within Ward 14	C14.40003-F1	Tarring of Sidewalks within Ward 14	3 CRR:WardAllocation	CRR	150000	150000		14	150000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.40004	Tarring of Sidewalks within Ward 17	C14.40004-F1	Tarring of Sidewalks within Ward 17	3 CRR:WardAllocation	CRR	140000	140000		17	140000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.40005	Tarring of Sidewalks within Ward 19	C14.40005-F1	Tarring of Sidewalks within Ward 19	3 CRR:WardAllocation	CRR	200000	200000		19	200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01010	Traffic calming:  Dulles Road: Ward 13	C14.01010-F1	Traffic calming:  Dulles Road: Ward 13	3 CRR:WardAllocation	CRR	90000	90000		13	90000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01011	Traffic Calming: Heuningbos Cresc	C14.01011-F1	Traffic Calming: Heuningbos Cresc	3 CRR:WardAllocation	CRR	72000	72000		13	72000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01012	Traffic Calming: Roostou Cresc	C14.01012-F1	Traffic Calming: Roostou Cresc	3 CRR:WardAllocation	CRR	36000	36000		13	36000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01013	Traffic Calming: Uintjie Cresc	C14.01013-F1	Traffic Calming: Uintjie Cresc	3 CRR:WardAllocation	CRR	36000	36000		13	36000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01014	Traffic Calming: Abberdare Street	C14.01014-F1	Traffic Calming: Abberdare Street	3 CRR:WardAllocation	CRR	80000	80000		106	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01015	Sidewalk Strauss Street Ward 1	C14.01015-F1	Sidewalk Strauss Street Ward 1	3 CRR:WardAllocation	CRR	140000	140000		106	140000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01016	Upgrade Sidewalk - Bishop Lavis CBD	C14.01016-F1	Upgrade Sidewalk - Bishop Lavis CBD	3 CRR:WardAllocation	CRR	50000	50000		24	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01017	Traffic calming:  Ward 50	C14.01017-F1	Traffic calming:  Ward 50	3 CRR:WardAllocation	CRR	72000	72000		50	72000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01018	Traffic calming:  Ward 31	C14.01018-F1	Traffic calming:  Ward 31	3 CRR:WardAllocation	CRR	90000	90000		31	90000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10391	Traffic Calming Ward 75	C14.10391-F1	Traffic Calming Ward 75	3 CRR:WardAllocation	CRR	50000	50000		75	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10392	Construction of sidewalks Ward 75	C14.10392-F1	Construction of sidewalks Ward 75	3 CRR:WardAllocation	CRR	200000	200000		75	200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10404	Traffic Calming Measures W78	C14.10404-F1	Traffic Calming Measures W78	3 CRR:WardAllocation	CRR	80000	80000		78	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10405	Traffic Calming Measures W79	C14.10405-F1	Traffic Calming Measures W79	3 CRR:WardAllocation	CRR	80000	80000		79	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10406	Traffic Calming Measures W81	C14.10406-F1	Traffic Calming Measures W81	3 CRR:WardAllocation	CRR	200000	200000		81	200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10407	Traffic Calming Measures W82	C14.10407-F1	Traffic Calming Measures W82	3 CRR:WardAllocation	CRR	100000	100000		82	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10409	Walkway - Friends of Rietvlei	C14.10409-F1	Walkway - Friends of Rietvlei	3 CRR:WardAllocation	CRR	70000	70000		107	70000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10410	Refurbish traffic island/verge P/Main	C14.10410-F1	Refurbish traffic island/verge P/Main	3 CRR:WardAllocation	CRR	50000	50000		107	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10413	Construction of Side Walks in Harare	C14.10413-F1	Construction of Side Walks in Harare	3 CRR:WardAllocation	CRR	100000	100000		92	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10414	Construction of Side Walks in Ward 94	C14.10414-F1	Construction of Side Walks in Ward 94	3 CRR:WardAllocation	CRR	180000	180000		94	180000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10415	Raised intersection:JNontulo & Kornof	C14.10415-F1	Raised intersection:JNontulo & Kornof	3 CRR:WardAllocation	CRR	120000	120000		38	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10416	Pedestrian crossing at Ntlangano Str	C14.10416-F1	Pedestrian crossing at Ntlangano Str	3 CRR:WardAllocation	CRR	50000	50000		39	50000.00
